log,seed,method,k,n_groups,ratio_to_k,ari,nmi,v_measure,purity,sig_per_variant,group_sig_entropy
k_view_k3,0,ctx_kmeans@auto,3.0,7,2.3333333333333335,0.6835469906309183,0.7053409071801313,0.7053409071801313,0.9358333333333333,1.163265306122449,0.09110130068021316
k_view_k3,0,trace2vec@k,3.0,3,1.0,0.9231540590738483,0.9143625311854005,0.9143625311854005,0.9733333333333334,1.0,1.0230615778646832
k_view_k3,0,trace2vec@auto,3.0,3,1.0,0.9231540590738483,0.9143625311854005,0.9143625311854005,0.9733333333333334,1.0,1.0230615778646832
k_view_k3,0,enabled@k,3.0,3,1.0,0.6373722277345132,0.7385818897754883,0.7385818897754883,0.8316666666666667,1.0,1.0084135742645433
k_view_k3,0,enabled@auto,3.0,8,2.6666666666666665,0.7762063681504322,0.7867981109655389,0.7867981109655389,1.0,1.0,0.0
k_view_k3,0,attr_clean@k,3.0,3,1.0,0.5704156165315691,0.730112167139825,0.7301121671398251,0.6683333333333333,1.0178571428571428,0.7616283335959908
k_view_k3,0,attr_clean@auto,3.0,3,1.0,0.5704156165315691,0.730112167139825,0.7301121671398251,0.6683333333333333,1.0178571428571428,0.7616283335959908
k_view_k3,0,attr_noisy@k,3.0,3,1.0,0.20955755146341407,0.2520811346545632,0.2520811346545632,0.575,1.0555555555555556,2.0894351863333833
k_view_k3,0,attr_noisy@auto,3.0,7,2.3333333333333335,0.34653804267414334,0.42401843089006835,0.42401843089006835,0.7925,1.0363636363636364,1.6175293441582448
k_view_k3,0,attr_all@k,3.0,3,1.0,0.7233529937799372,0.7768210474544088,0.7768210474544087,0.8875,1.0,1.3224599035987445
k_view_k3,0,attr_all@auto,3.0,2,0.6666666666666666,0.5685775663794232,0.7224316212155992,0.7224316212155992,0.6666666666666666,1.0178571428571428,1.1650548187323437
k_view_k3,0,attr_oracle@k,3.0,3,1.0,1.0,1.0,1.0,1.0,1.0,0.8589674898630623
k_view_k3,0,attr_oracle@auto,3.0,3,1.0,1.0,1.0,1.0,1.0,1.0,0.8589674898630623
k_view_k4,0,global,4.0,1,0.25,0.0,0.0,0.0,0.25,1.183673469387755,2.6442256173972964
k_view_k4,0,kappa,4.0,4,1.0,1.0,1.0,1.0,1.0,1.0,0.6442256173972967
k_view_k4,0,kappa_supported,4.0,4,1.0,1.0,1.0,1.0,1.0,1.0,0.6442256173972967
k_view_k4,0,classical_variants,4.0,49,12.25,0.5805312826968899,0.5741923496346619,0.5741923496346619,0.92,1.183673469387755,0.09953952650853223
k_view_k4,0,translucent_variants,4.0,58,14.5,0.6348624264085767,0.6543468923308199,0.65434689233082,1.0,1.0,0.0
k_view_k4,0,cf_kmeans@k,4.0,4,1.0,0.4287197411958207,0.575670924806131,0.5756709248061309,0.67375,1.183673469387755,1.4848516914216117
k_view_k4,0,cf_kmeans@auto,4.0,6,1.5,0.5119116590790924,0.5716737682668328,0.5716737682668329,0.744375,1.183673469387755,1.5816470092486619
k_view_k4,0,cf_ward@k,4.0,4,1.0,0.4783968262799556,0.6051873020637267,0.6051873020637267,0.6875,1.183673469387755,1.3828947982513071
k_view_k4,0,cf_ward@auto,4.0,6,1.5,0.5336784675422511,0.6482126054424536,0.6482126054424537,0.77375,1.183673469387755,1.1423637538402174
k_view_k4,0,ctx_kmeans@k,4.0,4,1.0,0.45148225608339143,0.6487816717714822,0.6487816717714822,0.665,1.183673469387755,0.8984060683638357
k_view_k4,0,ctx_kmeans@auto,4.0,4,1.0,0.45148225608339143,0.6487816717714822,0.6487816717714822,0.665,1.183673469387755,0.8984060683638357
k_view_k4,0,trace2vec@k,4.0,4,1.0,0.7310215902773446,0.8037754791400089,0.8037754791400089,0.86,1.0,1.1607150961689139
k_view_k4,0,trace2vec@auto,4.0,2,0.5,0.3329161451814769,0.5771596324111227,0.5771596324111227,0.5,1.16,1.2219649952921092
k_view_k4,0,enabled@k,4.0,4,1.0,0.7521368603627204,0.8447672948732214,0.8447672948732214,0.868125,1.16,0.7643029035819359
k_view_k4,0,enabled@auto,4.0,8,2.0,0.86168433003218,0.8771347298214571,0.8771347298214571,1.0,1.0,0.12341584822076299
k_view_k4,0,attr_clean@k,4.0,4,1.0,0.7134998830252056,0.8547797780457134,0.8547797780457134,0.75125,1.0175438596491229,0.5712212501969931
k_view_k4,0,attr_clean@auto,4.0,3,0.75,0.7122738223967446,0.8510631604271492,0.8510631604271492,0.75,1.0175438596491229,0.7767032124882292
k_view_k4,0,attr_noisy@k,4.0,4,1.0,0.547772875980935,0.5882668198987647,0.5882668198987647,0.748125,1.0357142857142858,1.641366296424783
k_view_k4,0,attr_noisy@auto,4.0,8,2.0,0.5645256052791483,0.621333023970112,0.621333023970112,0.855625,1.0357142857142858,1.427474517094609
k_view_k4,0,attr_all@k,4.0,4,1.0,0.7299664092632882,0.8314852388956226,0.8314852388956228,0.844375,1.0,1.1345706143627814
k_view_k4,0,attr_all@auto,4.0,2,0.5,0.49703600107262574,0.6590955361545384,0.6590955361545384,0.5,1.0175438596491229,1.653774611489414
k_view_k4,0,attr_oracle@k,4.0,4,1.0,1.0,1.0,1.0,1.0,1.0,0.6442256173972967
k_view_k4,0,attr_oracle@auto,4.0,4,1.0,1.0,1.0,1.0,1.0,1.0,0.6442256173972967
k_view_k5,0,global,5.0,1,0.2,0.0,0.0,0.0,0.2,1.1578947368421053,2.8372628364169556
k_view_k5,0,kappa,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,0.5153347415295937
k_view_k5,0,kappa_supported,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,0.5153347415295937
k_view_k5,0,classical_variants,5.0,57,11.4,0.5343161042477692,0.6171731286323526,0.6171731286323526,0.9388888888888889,1.1578947368421053,0.08392633230383342
k_view_k5,0,translucent_variants,5.0,66,13.2,0.571061264248665,0.6699036460132453,0.6699036460132451,1.0,1.0,0.0
k_view_k5,0,cf_kmeans@k,5.0,5,1.0,0.5599376432938818,0.688907464032837,0.688907464032837,0.7183333333333334,1.1578947368421053,1.3624956608978025
k_view_k5,0,cf_kmeans@auto,5.0,6,1.2,0.6304571119060611,0.6939205201309979,0.693920520130998,0.7627777777777778,1.1578947368421053,1.4219487603526284
k_view_k5,0,cf_ward@k,5.0,5,1.0,0.6089071107231101,0.7341332754742796,0.7341332754742796,0.75,1.1578947368421053,1.0974858587997782
k_view_k5,0,cf_ward@auto,5.0,6,1.2,0.6117361049670378,0.7341891341572826,0.7341891341572824,0.795,1.1578947368421053,1.038767808040595
k_view_k5,0,ctx_kmeans@k,5.0,5,1.0,0.5837558993028994,0.7688038082061001,0.7688038082061001,0.7338888888888889,1.1578947368421053,0.7169740488913241
k_view_k5,0,ctx_kmeans@auto,5.0,5,1.0,0.5837558993028994,0.7688038082061001,0.7688038082061001,0.7338888888888889,1.1578947368421053,0.7169740488913241
k_view_k5,0,trace2vec@k,5.0,5,1.0,0.6376298037844894,0.7193378235036818,0.7193378235036818,0.7638888888888888,1.0,1.2044037105182772
k_view_k5,0,trace2vec@auto,5.0,2,0.4,0.2101565930045368,0.4743509876140318,0.4743509876140318,0.4,1.1379310344827587,1.322084213455996
k_view_k5,0,enabled@k,5.0,5,1.0,0.7185991371475764,0.8649899302719998,0.8649899302719998,0.8,1.0,0.8307513306465996
k_view_k5,0,enabled@auto,5.0,8,1.6,0.9048097198950835,0.924065747985113,0.924065747985113,1.0,1.0,0.24968430455772736
k_view_k5,0,attr_clean@k,5.0,5,1.0,0.8213266356425779,0.896787477916095,0.896787477916095,0.9022222222222223,1.0153846153846153,0.822106112867378
k_view_k5,0,attr_clean@auto,5.0,4,0.8,0.782229754267038,0.9057460992755191,0.9057460992755191,0.8,1.0153846153846153,0.572084213455996
k_view_k5,0,attr_noisy@k,5.0,5,1.0,0.2947877608176426,0.33614916327351646,0.3361491632735164,0.5372222222222223,1.03125,2.204005447072908
k_view_k5,0,attr_noisy@auto,5.0,8,1.6,0.4017365939710033,0.4606235463657258,0.46062354636572583,0.6272222222222222,1.0153846153846153,1.7028354679158688
k_view_k5,0,attr_all@k,5.0,5,1.0,0.60247998402491,0.6840989918015554,0.6840989918015554,0.7555555555555555,1.0153846153846153,1.484615273208569
k_view_k5,0,attr_all@auto,5.0,2,0.4,0.3539826793754033,0.5355466027443078,0.5355466027443078,0.4,1.03125,2.0217971903087113
k_view_k5,0,attr_oracle@k,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,0.5153347415295937
k_view_k5,0,attr_oracle@auto,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,0.5153347415295937
partial_parallel,0,global,5.0,1,0.2,0.0,0.0,0.0,0.2,1.3717948717948718,3.832960137881611
partial_parallel,0,kappa,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.5110320429942488
partial_parallel,0,kappa_supported,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.5110320429942488
partial_parallel,0,classical_variants,5.0,390,78.0,0.012714882834686032,0.25973354448763003,0.25973354448763003,0.6735,1.3717948717948718,0.22091289925421248
partial_parallel,0,translucent_variants,5.0,535,107.0,0.024691774770649478,0.4296740815499358,0.4296740815499358,1.0,1.0,0.0
partial_parallel,0,cf_kmeans@k,5.0,5,1.0,0.007216791203134259,0.03586700544154936,0.03586700544154936,0.2465,1.3717948717948718,3.3933440248506215
partial_parallel,0,cf_kmeans@auto,5.0,2,0.4,0.00019991287601038007,0.0010863963213621711,0.0010863963213621711,0.212,1.3717948717948718,3.8237771279899855
partial_parallel,0,cf_ward@k,5.0,5,1.0,0.12032672211557148,0.2311178524180888,0.23111785241808877,0.4055,1.3717948717948718,2.8637367932513134
partial_parallel,0,cf_ward@auto,5.0,2,0.4,0.1484538842813464,0.21443119367960478,0.2144311936796048,0.393,1.3717948717948718,2.8440535089825945
partial_parallel,0,ctx_kmeans@k,5.0,5,1.0,0.12430758253821812,0.32184223225397934,0.3218422322539793,0.402,1.25,2.8496194182086634
partial_parallel,0,ctx_kmeans@auto,5.0,4,0.8,0.14409126733082478,0.4298025516801538,0.42980255168015374,0.4,1.2186788154897494,2.908836674312706
partial_parallel,0,trace2vec@k,5.0,5,1.0,0.1336560310039284,0.4133170463485137,0.41331704634851363,0.399,1.2186788154897494,2.607104363530378
partial_parallel,0,trace2vec@auto,5.0,5,1.0,0.1336560310039284,0.4133170463485137,0.41331704634851363,0.399,1.2186788154897494,2.607104363530378
partial_parallel,0,enabled@k,5.0,5,1.0,0.1360390848472242,0.41982130987733673,0.4198213098773367,0.4,1.2186788154897494,2.5730967324602294
partial_parallel,0,enabled@auto,5.0,7,1.4,0.1267854015183799,0.4056928896546377,0.4056928896546376,0.4,1.2186788154897494,2.0897260642767925
partial_parallel,0,attr_clean@k,5.0,5,1.0,0.5852585988537155,0.7361611426401542,0.7361611426401542,0.6135,1.089613034623218,2.666384699692575
partial_parallel,0,attr_clean@auto,5.0,6,1.2,0.6016037366605351,0.7590493324009269,0.7590493324009269,0.6245,1.0851926977687627,2.745595249207352
partial_parallel,0,attr_noisy@k,5.0,5,1.0,0.011743973520290463,0.017327432138662734,0.01732743213866273,0.267,1.116910229645094,3.695907730400896
partial_parallel,0,attr_noisy@auto,5.0,7,1.4,0.008138361235236013,0.014650194390216921,0.01465019439021692,0.272,1.0764587525150906,3.6908774688699384
partial_parallel,0,attr_all@k,5.0,5,1.0,0.5596868310553618,0.6898170939295467,0.6898170939295467,0.643,1.0742971887550201,2.647186502323972
partial_parallel,0,attr_all@auto,5.0,2,0.4,0.37297089917083853,0.5836023362825371,0.5836023362825371,0.4,1.1655773420479303,2.9385046915889363
partial_parallel,0,attr_oracle@k,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.5110320429942488
partial_parallel,0,attr_oracle@auto,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.5110320429942488
enterprise,0,global,5.0,1,0.2,0.0,0.0,0.0,0.2,1.0863715277777777,5.062085598105794
enterprise,0,kappa,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,2.7401575032184318
enterprise,0,kappa_supported,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,2.7401575032184318
enterprise,0,classical_variants,5.0,2304,460.8,0.0011252821285845074,0.32614028402230316,0.3261402840223032,0.9333333333333333,1.0863715277777777,0.08281130462423908
enterprise,0,translucent_variants,5.0,2503,500.6,0.0012356764202262997,0.34404465160080844,0.3440446516008084,1.0,1.0,0.0
enterprise,0,cf_kmeans@k,5.0,5,1.0,0.2489925022165394,0.33154076064266264,0.33154076064266264,0.4226666666666667,1.0863715277777777,4.009585957714746
enterprise,0,cf_kmeans@auto,5.0,2,0.4,0.21030457298341085,0.4743509876140314,0.4743509876140314,0.4,1.0863715277777777,2.71259843951152
enterprise,0,cf_ward@k,5.0,5,1.0,0.2743853683322457,0.4118459926742452,0.41184599267424515,0.495,1.0863715277777777,3.2906517361143166
enterprise,0,cf_ward@auto,5.0,2,0.4,0.21030457298341085,0.4743509876140314,0.4743509876140314,0.4,1.0863715277777777,2.71259843951152
enterprise,0,ctx_kmeans@k,5.0,5,1.0,0.33699526778714095,0.44074697115106254,0.4407469711510626,0.539,1.0863715277777777,2.7421847058511193
enterprise,0,ctx_kmeans@auto,5.0,2,0.4,0.21030457298341085,0.4743509876140314,0.4743509876140314,0.4,1.0863715277777777,2.71259843951152
enterprise,0,trace2vec@k,5.0,5,1.0,0.22904860971783217,0.37739896227765624,0.3773989622776563,0.4073333333333333,1.0459674049310488,4.1029875534630555
enterprise,0,trace2vec@auto,5.0,2,0.4,-0.00033839900564220846,0.00021170450997093457,0.0002117045099709346,0.206,1.0863715277777777,5.052702860433625
enterprise,0,enabled@k,5.0,5,1.0,0.49971563397280694,0.5907442584382105,0.5907442584382105,0.6093333333333333,1.0459674049310488,2.7401875776908797
enterprise,0,enabled@auto,5.0,2,0.4,0.21030457298341085,0.4743509876140314,0.4743509876140314,0.4,1.0863715277777777,2.71259843951152
enterprise,0,attr_clean@k,5.0,5,1.0,0.6494285703613821,0.7302204438530446,0.7302204438530446,0.7436666666666667,1.0016006402561024,3.73784012720224
enterprise,0,attr_clean@auto,5.0,8,1.6,0.6256405132980123,0.6970131892545272,0.6970131892545272,0.7486666666666667,1.0012,3.525853890088936
enterprise,0,attr_noisy@k,5.0,5,1.0,0.0014437391137151541,0.0037631197327268884,0.003763119732726888,0.22733333333333333,1.0183075671277462,4.985746852888363
enterprise,0,attr_noisy@auto,5.0,7,1.4,0.0021329350909346455,0.005309059470119136,0.005309059470119136,0.233,1.0183075671277462,4.959835091568546
enterprise,0,attr_all@k,5.0,5,1.0,0.4605865277294756,0.5812873683247886,0.5812873683247886,0.589,1.0068382944489138,3.839928258192038
enterprise,0,attr_all@auto,5.0,2,0.4,0.21030457298341085,0.4743509876140314,0.4743509876140314,0.4,1.0459674049310488,3.462094354454865
enterprise,0,attr_oracle@k,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,2.7401575032184318
enterprise,0,attr_oracle@auto,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,2.7401575032184318
enterprise_xl,0,global,5.0,1,0.2,0.0,0.0,0.0,0.2,1.1048275862068966,5.065769548238031
enterprise_xl,0,kappa,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,2.7438414533506688
enterprise_xl,0,kappa_supported,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,2.7438414533506688
enterprise_xl,0,classical_variants,5.0,2900,580.0,0.0010838574634812422,0.3153560138175518,0.3153560138175518,0.92275,1.1048275862068966,0.10097723655717397
enterprise_xl,0,translucent_variants,5.0,3204,640.8,0.0011832498109406963,0.33586133339910207,0.33586133339910207,1.0,1.0,0.0
enterprise_xl,0,cf_kmeans@k,5.0,5,1.0,0.25033853123767436,0.3320977753268484,0.33209777532684837,0.42575,1.1048275862068966,4.029484491216142
enterprise_xl,0,cf_kmeans@auto,5.0,2,0.4,0.21036003422628846,0.47435098761403194,0.47435098761403194,0.4,1.1048275862068966,2.714900908344168
enterprise_xl,0,cf_ward@k,5.0,5,1.0,0.4090932379772818,0.5037827868570619,0.503782786857062,0.61275,1.1048275862068966,3.1099508014028663
enterprise_xl,0,cf_ward@auto,5.0,2,0.4,0.21036003422628846,0.47435098761403194,0.47435098761403194,0.4,1.1048275862068966,2.714900908344168
enterprise_xl,0,ctx_kmeans@k,5.0,5,1.0,0.3370794059065291,0.4587251837053999,0.4587251837053999,0.55125,1.1048275862068966,2.6446701788315687
enterprise_xl,0,ctx_kmeans@auto,5.0,2,0.4,0.21036003422628846,0.47435098761403194,0.47435098761403194,0.4,1.1048275862068966,2.714900908344168
enterprise_xl,0,trace2vec@k,5.0,5,1.0,0.19602733553249022,0.24536030663844496,0.24536030663844496,0.36025,1.065513801130695,4.791671994882965
enterprise_xl,0,trace2vec@auto,5.0,2,0.4,-8.463908373514474e-05,0.00034262831846049424,0.0003426283184604943,0.20875,1.1048275862068966,5.054692292336902
enterprise_xl,0,enabled@k,5.0,5,1.0,0.5001833956214684,0.5909857170049554,0.5909857170049554,0.6115,1.054294175715696,2.744047779034642
