seed,noise,noise_mode,realised_noise,n_added,n_dropped,method,k,n_groups,n_models,ari,nmi,v_measure,homogeneity,completeness,purity,fitness,precision,f1,generalization,simplicity,translucent_fitness,translucent_precision,translucent_f1
0,0.4,balanced,0.397125,2606,571,translucent_variants,4,981,0,0.0,0.335,0.335,1.0000000000000002,0.2015161118143966,1.0,,,,,,,,
0,0.4,balanced,0.397125,2606,571,cf_kmeans@k,4,4,0,0.701,0.763,0.763,0.743303815571435,0.7834729139189127,0.854,,,,,,,,
0,0.4,balanced,0.397125,2606,571,cf_kmeans@auto,4,8,0,0.444,0.595,0.595,0.7056703966425094,0.5141599292209421,0.829,,,,,,,,
0,0.4,balanced,0.397125,2606,571,cf_ward@k,4,4,0,0.721,0.78,0.78,0.7620302962650061,0.7986388627117751,0.864,,,,,,,,
0,0.4,balanced,0.397125,2606,571,cf_ward@auto,4,8,0,0.498,0.657,0.657,0.7709478988158273,0.572596253736683,0.864,,,,,,,,
0,0.4,balanced,0.397125,2606,571,ctx_kmeans@k,4,4,0,0.832,0.881,0.881,0.8733556514400361,0.8879924181755701,0.925,,,,,,,,
0,0.4,balanced,0.397125,2606,571,ctx_kmeans@auto,4,2,0,0.333,0.577,0.577,0.40563906222956586,0.9999999999999988,0.5,,,,,,,,
0,0.4,balanced,0.397125,2606,571,trace2vec@k,4,4,0,0.384,0.468,0.468,0.46528776766633295,0.46991215032261596,0.628,,,,,,,,
0,0.4,balanced,0.397125,2606,571,trace2vec@auto,4,2,0,0.485,0.631,0.631,0.47348256714699083,0.9469678666674939,0.5,,,,,,,,
0,0.4,balanced,0.397125,2606,571,enabled@k,4,4,0,0.703,0.822,0.822,0.7303650935231873,0.9402500258597393,0.754,,,,,,,,
0,0.4,balanced,0.397125,2606,571,enabled@auto,4,4,0,0.703,0.822,0.822,0.7303650935231873,0.9402500258597393,0.754,,,,,,,,
0,0.4,balanced,0.397125,2606,571,attr_clean@k,4,4,0,0.872,0.875,0.875,0.8747364827025721,0.8755600426702544,0.947,,,,,,,,
0,0.4,balanced,0.397125,2606,571,attr_clean@auto,4,6,0,0.739,0.701,0.701,0.7616069380238163,0.6492311729704539,0.881,,,,,,,,
0,0.4,balanced,0.397125,2606,571,attr_noisy@k,4,4,0,0.001,0.004,0.004,0.00377404527204713,0.003779183237164502,0.284,,,,,,,,
0,0.4,balanced,0.397125,2606,571,attr_noisy@auto,4,7,0,0.001,0.006,0.006,0.007669707175164715,0.005467286073314967,0.298,,,,,,,,
0,0.4,balanced,0.397125,2606,571,attr_all@k,4,4,0,0.869,0.869,0.869,0.8682170031312116,0.8688767261614817,0.946,,,,,,,,
0,0.4,balanced,0.397125,2606,571,attr_all@auto,4,8,0,0.184,0.2,0.2,0.2484867928218251,0.16751253692037713,0.472,,,,,,,,
0,0.4,balanced,0.397125,2606,571,attr_oracle@k,4,4,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
0,0.4,balanced,0.397125,2606,571,attr_oracle@auto,4,4,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
0,0.05,activitygen,0.046375,345,26,global,4,1,0,0.0,0.0,0.0,0.0,1.0,0.25,,,,,,,,
0,0.05,activitygen,0.046375,345,26,kappa,4,257,0,0.587,0.6,0.6,0.9999999999999997,0.42807537859772815,1.0,,,,,,,,
0,0.05,activitygen,0.046375,345,26,kappa_supported,4,4,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
0,0.05,activitygen,0.046375,345,26,classical_variants,4,95,0,0.221,0.494,0.494,0.8748839935401493,0.3444455278969298,0.92,,,,,,,,
0,0.05,activitygen,0.046375,345,26,translucent_variants,4,391,0,0.14,0.442,0.442,0.9999999999999997,0.2834891908795564,1.0,,,,,,,,
0,0.05,activitygen,0.046375,345,26,cf_kmeans@k,4,4,0,0.76,0.848,0.848,0.8286139428277587,0.8689249601353981,0.876,,,,,,,,
0,0.05,activitygen,0.046375,345,26,cf_kmeans@auto,4,8,0,0.481,0.654,0.654,0.7641764771726822,0.571445918827009,0.853,,,,,,,,
0,0.05,activitygen,0.046375,345,26,cf_ward@k,4,4,0,0.707,0.771,0.771,0.7502222812136957,0.7934666685350457,0.853,,,,,,,,
0,0.05,activitygen,0.046375,345,26,cf_ward@auto,4,8,0,0.485,0.644,0.644,0.7569492807261495,0.560929486579026,0.853,,,,,,,,
0,0.05,activitygen,0.046375,345,26,ctx_kmeans@k,4,4,0,0.828,0.879,0.879,0.8712548114305777,0.8866729695208394,0.923,,,,,,,,
0,0.05,activitygen,0.046375,345,26,ctx_kmeans@auto,4,2,0,0.333,0.577,0.577,0.40563906222956586,0.9999999999999988,0.5,,,,,,,,
0,0.05,activitygen,0.046375,345,26,trace2vec@k,4,4,0,0.409,0.558,0.558,0.5294827312313262,0.5897664839599592,0.637,,,,,,,,
0,0.05,activitygen,0.046375,345,26,trace2vec@auto,4,2,0,0.489,0.643,0.643,0.482283864205103,0.9646373134434023,0.5,,,,,,,,
0,0.05,activitygen,0.046375,345,26,enabled@k,4,4,0,0.331,0.574,0.574,0.4064325069901951,0.9773816056132792,0.501,,,,,,,,
0,0.05,activitygen,0.046375,345,26,enabled@auto,4,3,0,0.333,0.576,0.576,0.4064325069901951,0.9885614418974495,0.501,,,,,,,,
0,0.05,activitygen,0.046375,345,26,attr_clean@k,4,4,0,0.659,0.737,0.737,0.6713135647675451,0.8176308109744881,0.728,,,,,,,,
0,0.05,activitygen,0.046375,345,26,attr_clean@auto,4,6,0,0.903,0.861,0.861,0.9033979130160115,0.8227207781083705,0.957,,,,,,,,
0,0.05,activitygen,0.046375,345,26,attr_noisy@k,4,4,0,0.03,0.04,0.04,0.03919204868824469,0.04100064554307712,0.361,,,,,,,,
0,0.05,activitygen,0.046375,345,26,attr_noisy@auto,4,7,0,0.085,0.112,0.112,0.13118352368919403,0.09708020284029326,0.453,,,,,,,,
0,0.05,activitygen,0.046375,345,26,attr_all@k,4,4,0,0.62,0.675,0.675,0.6745891733636865,0.6746415410037346,0.75,,,,,,,,
0,0.05,activitygen,0.046375,345,26,attr_all@auto,4,2,0,0.297,0.43,0.43,0.3073995335571034,0.71754438784127,0.487,,,,,,,,
0,0.05,activitygen,0.046375,345,26,attr_oracle@k,4,4,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
0,0.05,activitygen,0.046375,345,26,attr_oracle@auto,4,4,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
0,0.1,activitygen,0.104375,780,55,global,4,1,0,0.0,0.0,0.0,0.0,1.0,0.25,,,,,,,,
0,0.1,activitygen,0.104375,780,55,kappa,4,465,0,0.284,0.46,0.46,1.0,0.29838069937745165,1.0,,,,,,,,
0,0.1,activitygen,0.104375,780,55,kappa_supported,4,4,0,0.995,0.992,0.992,0.991585765221771,0.9915972099228683,0.998,,,,,,,,
0,0.1,activitygen,0.104375,780,55,classical_variants,4,93,0,0.223,0.495,0.495,0.8759114336362538,0.34521117787688727,0.923,,,,,,,,
0,0.1,activitygen,0.104375,780,55,translucent_variants,4,625,0,0.064,0.389,0.389,1.0000000000000002,0.24122731193296443,1.0,,,,,,,,
0,0.1,activitygen,0.104375,780,55,cf_kmeans@k,4,4,0,0.774,0.854,0.854,0.8376187755129901,0.8708988676170931,0.887,,,,,,,,
0,0.1,activitygen,0.104375,780,55,cf_kmeans@auto,4,8,0,0.397,0.621,0.621,0.7533975902921729,0.5277091050150232,0.817,,,,,,,,
0,0.1,activitygen,0.104375,780,55,cf_ward@k,4,4,0,0.717,0.778,0.778,0.7590351864928208,0.7974593505634472,0.861,,,,,,,,
0,0.1,activitygen,0.104375,780,55,cf_ward@auto,4,8,0,0.493,0.648,0.648,0.7636918086984966,0.56320741769412,0.861,,,,,,,,
0,0.1,activitygen,0.104375,780,55,ctx_kmeans@k,4,4,0,0.798,0.864,0.864,0.852610552236223,0.8765285406620581,0.904,,,,,,,,
0,0.1,activitygen,0.104375,780,55,ctx_kmeans@auto,4,2,0,0.333,0.577,0.577,0.40563906222956586,0.9999999999999988,0.5,,,,,,,,
0,0.1,activitygen,0.104375,780,55,trace2vec@k,4,4,0,0.51,0.621,0.621,0.6103153220165279,0.6326248986953671,0.704,,,,,,,,
0,0.1,activitygen,0.104375,780,55,trace2vec@auto,4,2,0,0.497,0.66,0.66,0.4952957622637117,0.9905943827805365,0.5,,,,,,,,
0,0.1,activitygen,0.104375,780,55,enabled@k,4,4,0,0.331,0.552,0.552,0.4024490209904086,0.8759668840889646,0.505,,,,,,,,
0,0.1,activitygen,0.104375,780,55,enabled@auto,4,4,0,0.331,0.552,0.552,0.4024490209904086,0.8759668840889646,0.505,,,,,,,,
0,0.1,activitygen,0.104375,780,55,attr_clean@k,4,4,0,0.621,0.68,0.68,0.6278055380505205,0.74183963710524,0.712,,,,,,,,
0,0.1,activitygen,0.104375,780,55,attr_clean@auto,4,7,0,0.855,0.817,0.817,0.886535927172918,0.7583990657380075,0.941,,,,,,,,
0,0.1,activitygen,0.104375,780,55,attr_noisy@k,4,4,0,0.015,0.022,0.022,0.02141047505738911,0.021618439654345116,0.324,,,,,,,,
0,0.1,activitygen,0.104375,780,55,attr_noisy@auto,4,7,0,0.045,0.057,0.057,0.06783500514280824,0.04883177505850814,0.398,,,,,,,,
0,0.1,activitygen,0.104375,780,55,attr_all@k,4,4,0,0.274,0.32,0.32,0.30365423415419157,0.3384981956686618,0.496,,,,,,,,
0,0.1,activitygen,0.104375,780,55,attr_all@auto,4,8,0,0.258,0.276,0.276,0.34059135600452867,0.23215715513748128,0.585,,,,,,,,
0,0.1,activitygen,0.104375,780,55,attr_oracle@k,4,4,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
0,0.1,activitygen,0.104375,780,55,attr_oracle@auto,4,4,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,global,4,1,0,0.0,0.0,0.0,0.0,1.0,0.25,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,kappa,4,586,0,0.145,0.41,0.41,1.0000000000000002,0.25764688520545764,1.0,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,kappa_supported,4,4,0,0.971,0.959,0.959,0.9592983392192622,0.9595012049971049,0.989,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,classical_variants,4,95,0,0.222,0.495,0.495,0.8763953691297683,0.3448887738595363,0.923,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,translucent_variants,4,750,0,0.031,0.366,0.366,1.0000000000000002,0.22388471337160143,1.0,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,cf_kmeans@k,4,4,0,0.629,0.726,0.726,0.7025008461106134,0.7518966954926797,0.796,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,cf_kmeans@auto,4,8,0,0.346,0.557,0.557,0.6721083445123973,0.47553215829706275,0.782,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,cf_ward@k,4,4,0,0.735,0.838,0.838,0.8091131994150068,0.8695634937455644,0.85,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,cf_ward@auto,4,8,0,0.536,0.684,0.684,0.8127083610457073,0.5897825543318733,0.85,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,ctx_kmeans@k,4,4,0,0.997,0.995,0.995,0.995294319561939,0.9952971913902416,0.999,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,ctx_kmeans@auto,4,2,0,0.333,0.577,0.577,0.40563906222956586,0.9999999999999988,0.5,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,trace2vec@k,4,4,0,0.632,0.694,0.694,0.6888754064642415,0.6997958644169067,0.776,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,trace2vec@auto,4,2,0,0.489,0.643,0.643,0.482283864205103,0.9646373134434023,0.5,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,enabled@k,4,4,0,0.71,0.849,0.849,0.7452972049597152,0.987537358888319,0.749,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,enabled@auto,4,3,0,0.333,0.576,0.576,0.4064325069901951,0.9885614418974495,0.501,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,attr_clean@k,4,4,0,0.927,0.921,0.921,0.9204647469615809,0.9211043977206204,0.971,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,attr_clean@auto,4,7,0,0.84,0.801,0.801,0.8797875573836512,0.7344134906519592,0.932,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,attr_noisy@k,4,4,0,0.011,0.014,0.014,0.013632850526671356,0.01374547310290449,0.304,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,attr_noisy@auto,4,7,0,0.029,0.041,0.041,0.04931326525159788,0.035374950556289766,0.374,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,attr_all@k,4,4,0,0.273,0.307,0.307,0.2917936953758533,0.32343184579527556,0.508,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,attr_all@auto,4,8,0,0.163,0.212,0.212,0.26162941105638154,0.17755543845901176,0.514,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,attr_oracle@k,4,4,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
0,0.15,activitygen,0.15425,1154,80,attr_oracle@auto,4,4,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,global,4,1,0,0.0,0.0,0.0,0.0,1.0,0.25,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,kappa,4,696,0,0.056,0.375,0.375,1.0000000000000002,0.23098240085589214,1.0,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,kappa_supported,4,4,0,0.969,0.96,0.96,0.9594347999958565,0.9597471768322395,0.988,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,classical_variants,4,93,0,0.227,0.5,0.5,0.8870520587806912,0.347965288362853,0.93,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,translucent_variants,4,852,0,0.011,0.35,0.35,1.0000000000000002,0.21191385439085111,1.0,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,cf_kmeans@k,4,4,0,0.766,0.851,0.851,0.8326451848814405,0.8696602225097998,0.881,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,cf_kmeans@auto,4,8,0,0.344,0.553,0.553,0.6705497931171361,0.47101150615639653,0.783,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,cf_ward@k,4,4,0,0.722,0.785,0.785,0.7653939604521728,0.8046848831613395,0.862,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,cf_ward@auto,4,8,0,0.503,0.647,0.647,0.7655943800199997,0.5597313233966067,0.862,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,ctx_kmeans@k,4,4,0,0.841,0.885,0.885,0.8787394459938568,0.8915141326988454,0.93,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,ctx_kmeans@auto,4,2,0,0.333,0.577,0.577,0.40563906222956586,0.9999999999999988,0.5,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,trace2vec@k,4,4,0,0.744,0.77,0.77,0.766256089020392,0.7736564203645739,0.892,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,trace2vec@auto,4,2,0,0.484,0.633,0.633,0.47436707970492503,0.9489093972079552,0.5,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,enabled@k,4,4,0,0.69,0.814,0.814,0.7341453295673133,0.9126092568609123,0.74,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,enabled@auto,4,2,0,0.333,0.577,0.577,0.40563906222956586,0.9999999999999988,0.5,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,attr_clean@k,4,4,0,0.89,0.889,0.889,0.8889043394698851,0.8899361716271472,0.955,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,attr_clean@auto,4,7,0,0.792,0.755,0.755,0.8404243904214894,0.6848599800208283,0.905,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,attr_noisy@k,4,4,0,0.007,0.01,0.01,0.010334012356506104,0.010378087887209354,0.304,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,attr_noisy@auto,4,7,0,0.003,0.009,0.009,0.010659297401775559,0.007609018472076716,0.301,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,attr_all@k,4,4,0,0.25,0.283,0.283,0.27326427399094866,0.2932490644582808,0.491,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,attr_all@auto,4,8,0,0.193,0.209,0.209,0.259891502353453,0.175425010244405,0.481,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,attr_oracle@k,4,4,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
0,0.2,activitygen,0.1995,1484,112,attr_oracle@auto,4,4,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,global,4,1,0,0.0,0.0,0.0,0.0,1.0,0.25,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,kappa,4,869,0,0.013,0.348,0.348,1.0000000000000002,0.21093890127906595,1.0,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,kappa_supported,4,3,0,0.555,0.61,0.61,0.5457954185587086,0.692220228201103,0.726,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,classical_variants,4,94,0,0.223,0.498,0.498,0.8854709495720459,0.34665415605122035,0.929,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,translucent_variants,4,943,0,0.002,0.339,0.339,1.0000000000000002,0.2040256151151027,1.0,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,cf_kmeans@k,4,4,0,0.654,0.736,0.736,0.6973859933932516,0.7787210497097101,0.803,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,cf_kmeans@auto,4,8,0,0.443,0.668,0.668,0.820423128121438,0.5640281710857122,0.864,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,cf_ward@k,4,4,0,0.708,0.772,0.772,0.7510027770820835,0.7935311056572811,0.854,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,cf_ward@auto,4,8,0,0.484,0.646,0.646,0.7588266010120822,0.5628318483649758,0.854,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,ctx_kmeans@k,4,4,0,0.709,0.838,0.838,0.7629747900803288,0.9286459305267769,0.775,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,ctx_kmeans@auto,4,2,0,0.333,0.577,0.577,0.40563906222956586,0.9999999999999988,0.5,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,trace2vec@k,4,4,0,0.6,0.648,0.648,0.6418171905445039,0.6535844456992442,0.811,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,trace2vec@auto,4,2,0,0.47,0.603,0.603,0.45199734056980123,0.9040598963630063,0.5,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,enabled@k,4,4,0,0.708,0.838,0.838,0.7479964520965494,0.9524282762655814,0.757,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,enabled@auto,4,3,0,0.329,0.556,0.556,0.39810822197497125,0.9223327080334484,0.505,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,attr_clean@k,4,4,0,0.877,0.878,0.878,0.8780177656072717,0.8788444148861883,0.949,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,attr_clean@auto,4,6,0,0.755,0.714,0.714,0.7738429413437777,0.6621520158853522,0.888,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,attr_noisy@k,4,4,0,-0.0,0.003,0.003,0.002998402240747264,0.0030003850739048787,0.278,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,attr_noisy@auto,4,7,0,0.002,0.008,0.008,0.009649885539269522,0.00688071161528047,0.299,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,attr_all@k,4,4,0,0.876,0.877,0.877,0.8761839833864444,0.8768863159188696,0.949,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,attr_all@auto,4,8,0,0.156,0.233,0.233,0.2883679192778621,0.19486855739040757,0.514,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,attr_oracle@k,4,4,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
0,0.3,activitygen,0.296875,2184,191,attr_oracle@auto,4,4,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,global,4,1,0,0.0,0.0,0.0,0.0,1.0,0.25,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,kappa,4,963,0,0.002,0.338,0.338,1.0000000000000002,0.20308830519743168,1.0,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,kappa_supported,4,1,0,0.0,0.0,0.0,0.0,1.0,0.25,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,classical_variants,4,93,0,0.231,0.498,0.498,0.8820519230095453,0.3468544132935478,0.93,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,translucent_variants,4,987,0,0.0,0.335,0.335,1.0000000000000002,0.20126739290633644,1.0,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,cf_kmeans@k,4,4,0,0.703,0.775,0.775,0.7520069186357439,0.798409248699068,0.85,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,cf_kmeans@auto,4,8,0,0.404,0.563,0.563,0.6623569629884583,0.4900237682596299,0.786,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,cf_ward@k,4,4,0,0.731,0.786,0.786,0.7700594137215657,0.8028742090749681,0.871,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,cf_ward@auto,4,8,0,0.506,0.656,0.656,0.7733718907372541,0.570224660334604,0.871,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,ctx_kmeans@k,4,4,0,0.839,0.884,0.884,0.8776471256420474,0.8907838478274462,0.929,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,ctx_kmeans@auto,4,2,0,0.333,0.577,0.577,0.40563906222956586,0.9999999999999988,0.5,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,trace2vec@k,4,4,0,0.629,0.675,0.675,0.6689432078627856,0.6817303477261942,0.824,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,trace2vec@auto,4,2,0,0.478,0.623,0.623,0.46728284168910367,0.9348921106522391,0.5,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,enabled@k,4,4,0,0.68,0.804,0.804,0.7084847162019361,0.9289733195610314,0.742,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,enabled@auto,4,7,0,0.674,0.798,0.798,0.7453514537025976,0.8597758128625453,0.752,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,attr_clean@k,4,4,0,0.875,0.877,0.877,0.8765897037791941,0.8775085752799328,0.948,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,attr_clean@auto,4,6,0,0.736,0.698,0.698,0.7597645223631873,0.6452809068523578,0.88,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,attr_noisy@k,4,4,0,-0.001,0.003,0.003,0.002503696649624957,0.0025078566258033316,0.275,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,attr_noisy@auto,4,7,0,0.001,0.006,0.006,0.00731405965444847,0.005215069259490143,0.298,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,attr_all@k,4,4,0,0.877,0.878,0.878,0.8780177656072717,0.8788444148861883,0.949,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,attr_all@auto,4,8,0,0.141,0.171,0.171,0.21305472652086244,0.1427235386397644,0.449,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,attr_oracle@k,4,4,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
0,0.4,activitygen,0.402875,2968,255,attr_oracle@auto,4,4,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
1,0.0,balanced,0.0,0,0,global,4,1,1,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.316,0.48,0.951,0.623,0.615,0.523,0.565
1,0.0,balanced,0.0,0,0,kappa,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.922,0.827,1.0,1.0,1.0
1,0.0,balanced,0.0,0,0,kappa_supported,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.922,0.827,1.0,1.0,1.0
1,0.0,balanced,0.0,0,0,classical_variants,4,93,93,0.227,0.498,0.498,0.8816152134005796,0.3474072179002181,0.928,1.0,1.0,1.0,0.758,1.0,0.904,1.0,0.949
1,0.0,balanced,0.0,0,0,translucent_variants,4,95,95,0.274,0.547,0.547,0.9999999999999996,0.3764940394591954,1.0,1.0,1.0,1.0,0.749,1.0,0.904,1.0,0.949
1,0.0,balanced,0.0,0,0,cf_kmeans@k,4,4,4,0.629,0.8,0.8,0.7499999999999999,0.8571485102495807,0.75,1.0,0.999,0.999,0.92,0.769,0.97,1.0,0.985
1,0.0,balanced,0.0,0,0,cf_kmeans@auto,4,3,3,0.714,0.857,0.857,0.75,1.0,0.75,1.0,1.0,1.0,0.927,0.76,0.977,1.0,0.988
1,0.0,balanced,0.0,0,0,cf_ward@k,4,4,4,0.64,0.805,0.805,0.7499999999999999,0.8684729069455844,0.75,1.0,1.0,1.0,0.922,0.771,0.971,1.0,0.985
1,0.0,balanced,0.0,0,0,cf_ward@auto,4,3,3,0.714,0.857,0.857,0.75,1.0,0.75,1.0,1.0,1.0,0.927,0.76,0.977,1.0,0.988
1,0.0,balanced,0.0,0,0,ctx_kmeans@k,4,4,4,0.629,0.8,0.8,0.7499999999999999,0.8578283045355354,0.75,1.0,1.0,1.0,0.919,0.766,0.97,1.0,0.985
1,0.0,balanced,0.0,0,0,ctx_kmeans@auto,4,3,3,0.714,0.857,0.857,0.75,1.0,0.75,1.0,1.0,1.0,0.927,0.76,0.977,1.0,0.988
1,0.0,balanced,0.0,0,0,trace2vec@k,4,4,4,0.738,0.839,0.839,0.8112494062953564,0.8690948402190397,0.853,1.0,0.898,0.946,0.919,0.791,0.965,0.932,0.948
1,0.0,balanced,0.0,0,0,trace2vec@auto,4,2,2,0.456,0.592,0.592,0.4438477251645665,0.8890529542730651,0.5,1.0,0.755,0.86,0.927,0.698,0.865,0.844,0.855
1,0.0,balanced,0.0,0,0,enabled@k,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.922,0.827,1.0,1.0,1.0
1,0.0,balanced,0.0,0,0,enabled@auto,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.922,0.827,1.0,1.0,1.0
1,0.0,balanced,0.0,0,0,attr_clean@k,4,4,4,0.708,0.837,0.837,0.7386959294664038,0.9653924784826781,0.753,1.0,0.843,0.915,0.918,0.772,0.946,0.902,0.923
1,0.0,balanced,0.0,0,0,attr_clean@auto,4,6,6,0.984,0.977,0.977,0.9851600803626958,0.9693373727045141,0.996,1.0,0.947,0.973,0.909,0.814,0.988,0.977,0.982
1,0.0,balanced,0.0,0,0,attr_noisy@k,4,4,4,0.105,0.171,0.171,0.16898546573039425,0.1729903248741854,0.411,1.0,0.345,0.513,0.896,0.633,0.695,0.617,0.654
1,0.0,balanced,0.0,0,0,attr_noisy@auto,4,7,7,0.099,0.198,0.198,0.21806557907581606,0.18156022082130593,0.481,1.0,0.406,0.577,0.871,0.651,0.734,0.671,0.701
1,0.0,balanced,0.0,0,0,attr_all@k,4,4,4,0.343,0.456,0.456,0.4090006066304166,0.5152470034290287,0.548,1.0,0.618,0.764,0.903,0.679,0.826,0.772,0.798
1,0.0,balanced,0.0,0,0,attr_all@auto,4,2,2,0.331,0.567,0.567,0.3988136508772886,0.9793655308310389,0.5,1.0,0.65,0.788,0.922,0.679,0.826,0.772,0.798
1,0.0,balanced,0.0,0,0,attr_oracle@k,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.922,0.827,1.0,1.0,1.0
